工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
白野猪,135,16,小手镯,175,物品,,'=1/3,exact_formula,1/3,'=E16,SPB:AUTO_BOOST,dpv2.direct.m135.slot_060
白野猪,135,17,斩马刀,94,物品,,'=1/3,exact_formula,1/3,'=E17,SPB:AUTO_BOOST,dpv2.direct.m135.slot_054
白野猪,135,18,珍珠戒指,205,物品,,'=1/3,exact_formula,1/3,'=E18,SPB:AUTO_BOOST,dpv2.direct.m135.slot_052
白野猪,135,19,生铁戒指,201,物品,,'=1/3,exact_formula,1/3,'=E19,SPB:AUTO_BOOST,dpv2.direct.m135.slot_056
白野猪,135,20,白色虎齿项链,159,物品,,'=1/3,exact_formula,1/3,'=E20,SPB:AUTO_BOOST,dpv2.direct.m135.slot_057
白野猪,135,21,白金项链,155,物品,,'=1/3,exact_formula,1/3,'=E21,SPB:AUTO_BOOST,dpv2.direct.m135.slot_058
白野猪,135,22,破魂,93,物品,,'=1/3,exact_formula,1/3,'=E22,SPB:AUTO_BOOST,dpv2.direct.m135.slot_053
白野猪,135,23,蛇眼戒指,204,物品,,'=1/3,exact_formula,1/3,'=E23,SPB:AUTO_BOOST,dpv2.direct.m135.slot_051
白野猪,135,24,道士手镯,185,物品,,'=1/3,exact_formula,1/3,'=E24,SPB:AUTO_BOOST,dpv2.direct.m135.slot_046
白野猪,135,25,降魔 ×2,96,物品,,'=1/3,exact_formula,1/3,'=E25,SPB:AUTO_BOOST,dpv2.direct.m135.slot_049 等2个独立槽
白野猪,135,26,骷髅戒指,207,物品,,'=1/3,exact_formula,1/3,'=E26,SPB:AUTO_BOOST,dpv2.direct.m135.slot_059
白野猪,135,27,魔力手镯,186,物品,,'=1/3,exact_formula,1/3,'=E27,SPB:AUTO_BOOST,dpv2.direct.m135.slot_048
白野猪,135,28,黑檀手镯,184,物品,,'=1/3,exact_formula,1/3,'=E28,SPB:AUTO_BOOST,dpv2.direct.m135.slot_047
白野猪,135,29,黑色水晶戒指,203,物品,,'=1/3,exact_formula,1/3,'=E29,SPB:AUTO_BOOST,dpv2.direct.m135.slot_050
白野猪,135,30,太阳水 ×5,920014,物品,,'=1/4,exact_formula,1/4,'=E30,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m135.slot_029 等5个独立槽
白野猪,135,31,强效太阳水 ×5,920016,物品,,'=1/4,exact_formula,1/4,'=E31,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m135.slot_024 等5个独立槽
白野猪,135,32,召唤神兽,920005,物品,,'=1/5,exact_formula,1/5,'=E32,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_113
白野猪,135,33,天珠项链,170,物品,,'=1/5,exact_formula,1/5,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_086
白野猪,135,34,幽灵手套,189,物品,,'=1/5,exact_formula,1/5,'=E34,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_089
白野猪,135,35,幽灵项链,168,物品,,'=1/5,exact_formula,1/5,'=E35,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_084
白野猪,135,36,心灵手镯,195,物品,,'=1/5,exact_formula,1/5,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_091
白野猪,135,37,思贝儿手镯,190,物品,,'=1/5,exact_formula,1/5,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_090
白野猪,135,38,灵魂战衣(男),127,物品,,'=1/5,exact_formula,1/5,'=E38,SPB:AUTO_BOOST,dpv2.direct.m135.slot_064
白野猪,135,39,灵魂战衣(男),126,物品,,'=1/5,exact_formula,1/5,'=E39,SPB:AUTO_BOOST,dpv2.direct.m135.slot_063
白野猪,135,40,炼狱,99,物品,,'=1/5,exact_formula,1/5,'=E40,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_104
白野猪,135,41,烈火剑法,920028,物品,,'=1/5,exact_formula,1/5,'=E41,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_112
白野猪,135,42,生命项链,169,物品,,'=1/5,exact_formula,1/5,'=E42,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_085
白野猪,135,43,红宝石戒指,213,物品,,'=1/5,exact_formula,1/5,'=E43,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_093
白野猪,135,44,蓝翡翠项链,165,物品,,'=1/5,exact_formula,1/5,'=E44,SPB:AUTO_BOOST,dpv2.direct.m135.slot_068
白野猪,135,45,记忆头盔,228,物品,,'=1/5,exact_formula,1/5,'=E45,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_088
白野猪,135,46,记忆项链,229,物品,,'=1/5,exact_formula,1/5,'=E46,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_087
白野猪,135,47,道德戒指,209,物品,,'=1/5,exact_formula,1/5,'=E47,SPB:AUTO_BOOST,dpv2.direct.m135.slot_070
白野猪,135,48,重盔甲(男),122,物品,,'=1/5,exact_formula,1/5,'=E48,SPB:AUTO_BOOST,dpv2.direct.m135.slot_061
白野猪,135,49,重盔甲(男),123,物品,,'=1/5,exact_formula,1/5,'=E49,SPB:AUTO_BOOST,dpv2.direct.m135.slot_062
白野猪,135,50,金戒指,206,物品,,'=1/5,exact_formula,1/5,'=E50,SPB:AUTO_BOOST,dpv2.direct.m135.slot_067
白野猪,135,51,金手镯,188,物品,,'=1/5,exact_formula,1/5,'=E51,SPB:AUTO_BOOST,dpv2.direct.m135.slot_069
白野猪,135,52,铂金戒指,214,物品,,'=1/5,exact_formula,1/5,'=E52,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_094
白野猪,135,53,银蛇,101,物品,,'=1/5,exact_formula,1/5,'=E53,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_106
白野猪,135,54,魅力戒指,208,物品,,'=1/5,exact_formula,1/5,'=E54,SPB:AUTO_BOOST,dpv2.direct.m135.slot_071
白野猪,135,55,魔杖,100,物品,,'=1/5,exact_formula,1/5,'=E55,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_105
白野猪,135,56,魔法长袍(男),124,物品,,'=1/5,exact_formula,1/5,'=E56,SPB:AUTO_BOOST,dpv2.direct.m135.slot_065
白野猪,135,57,魔法长袍(男),125,物品,,'=1/5,exact_formula,1/5,'=E57,SPB:AUTO_BOOST,dpv2.direct.m135.slot_066
白野猪,135,58,龙之戒指,212,物品,,'=1/5,exact_formula,1/5,'=E58,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_092
白野猪,135,59,冰咆哮,920002,物品,,'=1/6,exact_formula,1/6,'=E59,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_115
白野猪,135,60,体力强效神水,910001,物品,,'=1/20,exact_formula,1/20,'=E60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_101
白野猪,135,61,修罗,97,物品,,'=1/20,exact_formula,1/20,'=E61,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_073
白野猪,135,62,凝霜,98,物品,,'=1/20,exact_formula,1/20,'=E62,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_109
白野猪,135,63,半月弯刀,920004,物品,,'=1/20,exact_formula,1/20,'=E63,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_075
白野猪,135,64,困魔咒,920008,物品,,'=1/20,exact_formula,1/20,'=E64,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_082
白野猪,135,65,地狱雷光,920011,物品,,'=1/20,exact_formula,1/20,'=E65,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_103
白野猪,135,66,幽灵战衣(男),133,物品,,'=1/20,exact_formula,1/20,'=E66,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_079
白野猪,135,67,幽灵战衣(男),132,物品,,'=1/20,exact_formula,1/20,'=E67,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_078
白野猪,135,68,恶魔长袍(男),130,物品,,'=1/20,exact_formula,1/20,'=E68,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_080
白野猪,135,69,恶魔长袍(男),131,物品,,'=1/20,exact_formula,1/20,'=E69,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_081
白野猪,135,70,战神盔甲(男),128,物品,,'=1/20,exact_formula,1/20,'=E70,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_076
白野猪,135,71,战神盔甲(男),129,物品,,'=1/20,exact_formula,1/20,'=E71,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_077
白野猪,135,72,攻击神水,910004,物品,,'=1/20,exact_formula,1/20,'=E72,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_097
白野猪,135,73,放大镜,166,物品,,'=1/10,exact_formula,1/10,'=E73,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_095
白野猪,135,74,死神手套,187,物品,,'=1/10,exact_formula,1/10,'=E74,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_072
白野猪,135,75,珊瑚戒指,210,物品,,'=1/10,exact_formula,1/10,'=E75,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_110
白野猪,135,76,疾风神水,910003,物品,,'=1/10,exact_formula,1/10,'=E76,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_100
白野猪,135,77,竹笛,167,物品,,'=1/10,exact_formula,1/10,'=E77,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_096
白野猪,135,78,精神神水,910006,物品,,'=1/20,exact_formula,1/20,'=E78,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_099
白野猪,135,79,群体治疗术,920036,物品,,'=1/20,exact_formula,1/20,'=E79,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_107
白野猪,135,80,虹魔戒指,247,物品,,'=1/40,exact_formula,1/40,'=E80,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_119
白野猪,135,81,虹魔手镯,248,物品,,'=1/40,exact_formula,1/40,'=E81,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_120
白野猪,135,82,虹魔项链,249,物品,,'=1/40,exact_formula,1/40,'=E82,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_121
白野猪,135,83,道士头盔,149,物品,,'=1/10,exact_formula,1/10,'=E83,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_108
白野猪,135,84,野蛮冲撞,920043,物品,,'=1/20,exact_formula,1/20,'=E84,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_083
白野猪,135,85,降妖除魔戒指,211,物品,,'=1/10,exact_formula,1/10,'=E85,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_111
白野猪,135,86,骷髅头盔,150,物品,,'=1/10,exact_formula,1/10,'=E86,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_074
白野猪,135,87,魔力强效神水,910002,物品,,'=1/20,exact_formula,1/20,'=E87,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_102
白野猪,135,88,魔力神水,910005,物品,,'=1/20,exact_formula,1/20,'=E88,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m135.slot_098
白野猪,135,89,魔法盾,920051,物品,,'=1/20,exact_formula,1/20,'=E89,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.v505_0056
白野猪,135,90,魔血戒指,244,物品,,'=1/40,exact_formula,1/40,'=E90,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_116
白野猪,135,91,魔血手镯,245,物品,,'=1/40,exact_formula,1/40,'=E91,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_117
白野猪,135,92,魔血项链,246,物品,,'=1/40,exact_formula,1/40,'=E92,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_118
白野猪,135,93,圣言术,920009,物品,,'=1/24,exact_formula,1/24,'=E93,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m135.slot_114
白野猪,135,94,井中月,102,物品,,'=1/40,exact_formula,1/40,'=E94,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_122
白野猪,135,95,无极棍,104,物品,,'=1/40,exact_formula,1/40,'=E95,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_123
白野猪,135,96,裁决之杖,105,物品,,'=1/120,exact_formula,1/120,'=E96,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_124
白野猪,135,97,骨玉权杖,106,物品,,'=1/120,exact_formula,1/120,'=E97,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_125
白野猪,135,98,龙纹剑,107,物品,,'=1/120,exact_formula,1/120,'=E98,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m135.slot_126
邪恶毒蛇,141,6,超级金创药 ×8,920017,物品,,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m141.slot_020 等8个独立槽
邪恶毒蛇,141,7,超级魔法药 ×8,920042,物品,,'=1/1,exact_formula,1/1,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m141.slot_023 等8个独立槽
邪恶毒蛇,141,8,金币,,金币,27500,'=1/1,exact_formula,1/1,'=E8,SPB:BYPASS_GOLD,dpv2.direct.m141.v505_0001
邪恶毒蛇,141,9,太阳水 ×8,920014,物品,,'=1/2,exact_formula,1/2,'=E9,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m141.v505_0018 等8个独立槽
邪恶毒蛇,141,10,强效太阳水 ×8,920016,物品,,'=1/2,exact_formula,1/2,'=E10,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m141.slot_008 等8个独立槽
邪恶毒蛇,141,11,超级金创药 ×2,920017,物品,,'=1/2,exact_formula,1/2,'=E11,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m141.slot_018 等2个独立槽
邪恶毒蛇,141,12,超级魔法药 ×2,920042,物品,,'=1/2,exact_formula,1/2,'=E12,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m141.slot_021 等2个独立槽
邪恶毒蛇,141,13,太阳水 ×2,920014,物品,,'=1/4,exact_formula,1/4,'=E13,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m141.v505_0026 等2个独立槽
邪恶毒蛇,141,14,强效太阳水 ×2,920016,物品,,'=1/4,exact_formula,1/4,'=E14,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m141.slot_013 等2个独立槽
邪恶毒蛇,141,15,偃月,95,物品,,'=1/5,exact_formula,1/5,'=E15,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0107
邪恶毒蛇,141,16,天珠项链,170,物品,,'=1/20,exact_formula,1/20,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_042
邪恶毒蛇,141,17,小手镯,175,物品,,'=1/20,exact_formula,1/20,'=E17,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0112
邪恶毒蛇,141,18,幽灵手套,189,物品,,'=1/20,exact_formula,1/20,'=E18,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.v505_0057
邪恶毒蛇,141,19,幽灵项链,168,物品,,'=1/20,exact_formula,1/20,'=E19,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_037
邪恶毒蛇,141,20,心灵手镯,195,物品,,'=1/20,exact_formula,1/20,'=E20,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_041
邪恶毒蛇,141,21,思贝儿手镯,190,物品,,'=1/20,exact_formula,1/20,'=E21,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_040
邪恶毒蛇,141,22,斩马刀,94,物品,,'=1/60,exact_formula,1/60,'=E22,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0106
邪恶毒蛇,141,23,珍珠戒指,205,物品,,'=1/60,exact_formula,1/60,'=E23,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0104
邪恶毒蛇,141,24,生命项链,169,物品,,'=1/60,exact_formula,1/60,'=E24,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_036
邪恶毒蛇,141,25,生铁戒指,201,物品,,'=1/60,exact_formula,1/60,'=E25,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0108
邪恶毒蛇,141,26,白色虎齿项链,159,物品,,'=1/60,exact_formula,1/60,'=E26,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0109
邪恶毒蛇,141,27,白金项链,155,物品,,'=1/60,exact_formula,1/60,'=E27,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0110
邪恶毒蛇,141,28,破魂,93,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0105
邪恶毒蛇,141,29,红宝石戒指,213,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_043
邪恶毒蛇,141,30,蓝翡翠项链,165,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST,dpv2.direct.m141.slot_075
邪恶毒蛇,141,31,蛇眼戒指,204,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0103
邪恶毒蛇,141,32,记忆头盔,228,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_038
邪恶毒蛇,141,33,记忆项链,229,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_045
邪恶毒蛇,141,34,道士手镯,185,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0097
邪恶毒蛇,141,35,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST,dpv2.direct.m141.slot_077
邪恶毒蛇,141,36,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST,dpv2.direct.m141.slot_074
邪恶毒蛇,141,37,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E37,SPB:AUTO_BOOST,dpv2.direct.m141.slot_076
邪恶毒蛇,141,38,铂金戒指,214,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_044
邪恶毒蛇,141,39,降魔,96,物品,,'=1/60,exact_formula,1/60,'=E39,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0101
邪恶毒蛇,141,40,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0111
邪恶毒蛇,141,41,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST,dpv2.direct.m141.slot_078
邪恶毒蛇,141,42,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E42,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0100
邪恶毒蛇,141,43,魔法头盔,148,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0098
邪恶毒蛇,141,44,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0099
邪恶毒蛇,141,45,黑色水晶戒指,203,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0102
邪恶毒蛇,141,46,龙之戒指,212,物品,,'=1/20,exact_formula,1/20,'=E46,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_046
邪恶毒蛇,141,47,召唤神兽,920005,物品,,'=1/20,exact_formula,1/20,'=E47,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_096
邪恶毒蛇,141,48,烈火剑法,920028,物品,,'=1/20,exact_formula,1/20,'=E48,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_095
邪恶毒蛇,141,49,冰咆哮,920002,物品,,'=1/20,exact_formula,1/20,'=E49,SPB:BYPASS_UNCLASSIFIED;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_094
邪恶毒蛇,141,50,炼狱,99,物品,,'=1/20,exact_formula,1/20,'=E50,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_049
邪恶毒蛇,141,51,银蛇,101,物品,,'=1/20,exact_formula,1/20,'=E51,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_047
邪恶毒蛇,141,52,魔杖,100,物品,,'=1/20,exact_formula,1/20,'=E52,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_048
邪恶毒蛇,141,53,祝福油,920033,物品,,'=1/10,exact_formula,1/10,'=E53,SPB:AUTO_BOOST,dpv2.direct.m141.v505_0051
邪恶毒蛇,141,54,虹魔戒指,247,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_057
邪恶毒蛇,141,55,虹魔手镯,248,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.v505_0067
邪恶毒蛇,141,56,虹魔项链,249,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_058
邪恶毒蛇,141,57,魔血戒指,244,物品,,'=1/60,exact_formula,1/60,'=E57,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.v505_0063
邪恶毒蛇,141,58,魔血手镯,245,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_055
邪恶毒蛇,141,59,魔血项链,246,物品,,'=1/60,exact_formula,1/60,'=E59,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m141.slot_056
邪恶毒蛇,141,60,体力强效神水,910001,物品,,'=1/20,exact_formula,1/20,'=E60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.v505_0006
邪恶毒蛇,141,61,修罗,97,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_066
邪恶毒蛇,141,62,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_062
邪恶毒蛇,141,63,攻击神水,910004,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_002
邪恶毒蛇,141,64,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_059
邪恶毒蛇,141,65,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_065
邪恶毒蛇,141,66,灵魂战衣(男),127,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_070
邪恶毒蛇,141,67,灵魂战衣(男),126,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_071
邪恶毒蛇,141,68,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=1/60,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m141.slot_063
